ticker,sim_id,runtime,pop_size,gen_count,open_date,close_date,open_price,close_price,best_fit,worst_fit,mean_fit,std_fit,best_elite_fit,worst_elite_fit,mean_elite_fit,std_elite_fit,trade_count,trade_net_earnings,trade_win_count,trade_net_gain,trade_lose_count,trade_net_loss,long_count,long_net_earnings,long_win_count,long_net_gain,long_lose_count,long_net_loss,short_count,short_net_earnings,short_win_count,short_net_gain,short_lose_count,short_net_loss,profit_factor,gain_to_pain,winning_pct,payout_ratio,cpc_index,expectancy,return_pct,kelly_pct,sharpe,treynor,sortino
KO,0,1.1563289,1000,1,2008-06-09,2008-07-21,27.93,24.799999,1.0487159221189721,0.9550338730688023,1.0089534670971505,0.0260251632017166,1.0487159221189721,0.9939790504697937,1.0341963192424328,0.010856971482097598,744,68189.41985113456,689,68994.42890745655,689,-805.0090563220247,4,54.080354378530544,3,54.080354378530544,1,0.0,740,68135.33949675603,686,68940.34855307802,54,-805.0090563220247,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.281263,1000,2,2008-07-22,2008-09-02,25.674999,25.98,1.0303941537436507,0.9795227961478058,0.9996950621038602,0.0030668627319217585,1.0089734442124036,0.9876074425863691,0.9996813842265491,0.0015522285717142665,643,-633.7096933809821,228,3666.336440523904,228,-4300.046133904886,0,0.0,0,0.0,0,0.0,643,-633.7096933809821,228,3666.336440523904,415,-4300.046133904886,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2972717,1000,3,2008-09-03,2008-10-14,25.83,21.865,1.0594965134831387,0.9105810964810255,0.9952470056404127,0.034114090704268525,1.0465730731233172,0.9105810964810255,0.9730146168081677,0.028790609651558764,721,-53970.76638366973,146,11998.73914043495,146,-65969.50552410462,469,-59304.392248544216,33,1239.8635722376416,436,-60544.25582078186,252,5333.62586487451,113,10758.875568197307,139,-5425.2497033228,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2657349,1000,4,2008-10-15,2008-11-25,22.105,22.535,1.055319475763979,0.9518264278113433,0.9992960030759154,0.007450068766691414,1.0245841465917787,0.9720724738106373,0.9975480690736899,0.0037092106327080328,619,-4880.234895040585,208,3558.6028418793658,208,-8438.837736919908,6,105.5827820442685,3,187.95370654936568,3,-82.37092450509718,613,-4985.817677084853,205,3370.6491353299975,408,-8356.46681241481,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.0469806,1000,5,2008-11-26,2009-01-09,22.690001,22.299999,1.0365932348728797,0.9516304153072526,0.9996683177762374,0.007267338121485547,1.0321606944628121,0.9885910769869366,0.9990830799349355,0.008582446310298794,847,-1774.3106123158473,464,8110.548680179013,464,-9884.859292494915,576,-5548.005336847959,265,3639.3389155264545,311,-9187.344252374462,271,3773.694724532112,199,4471.2097646525635,72,-697.5150401204497,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.1251099,1000,6,2009-01-12,2009-02-24,21.865,21.530001,1.0472330935393965,0.9596408020095645,1.0029350099794865,0.00972453027543957,1.0472330935393965,0.9772003996210704,1.0102547495460477,0.011899449365050893,1051,20482.693510556783,779,23245.760584843687,779,-2763.067074286854,322,8216.69583567507,240,9032.120215164428,82,-815.4243794893606,729,12265.997674881706,539,14213.640369679259,190,-1947.6426947974985,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.0782746,1000,7,2009-02-25,2009-04-07,21.184999,22.309999,1.0441608618207523,0.9528475756792614,0.9935366548106268,0.01667145780841179,1.0266137698289706,0.960914296407758,0.9842319860670389,0.01210673174789264,736,-31304.197645728007,230,5026.928176585901,230,-36331.12582231393,212,1587.3531631737903,150,2759.0595890159075,62,-1171.7064258421199,524,-32891.5508089018,80,2267.868587569995,444,-35159.41939647181,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.0313647,1000,8,2009-04-08,2009-05-20,22.495001,23.5,1.0297263003146315,0.9721890830508706,1.0014896857518727,0.010771532774025285,1.0236648664804726,0.9863730319749109,1.0098124089102816,0.007661628895708302,775,19761.087500814912,547,23955.49720258522,547,-4194.4097017703,713,20145.804150812663,517,23542.841898612933,196,-3397.037747800273,62,-384.7166499977371,30,412.6553039722901,32,-797.3719539700271,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.1876212,1000,9,2009-05-21,2009-07-02,23.34,24.440001,1.0274673266310295,0.9823141885125255,1.003712719994427,0.008609962854650821,1.0214260557971506,0.9967062468181597,1.0113027812741229,0.0026312252052976145,750,22489.655362193545,663,23517.521099531165,663,-1027.8657373376025,744,22561.97496469263,662,23514.603741869872,82,-952.628777177231,6,-72.31960249908171,1,2.9173576612894827,5,-75.2369601603712,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.1250859,1000,10,2009-07-06,2009-08-14,24.5,24.235001,1.013912215133579,0.9871188878636543,0.9999188065923454,0.0030458771697084424,1.0130099685930702,0.9877407881713787,1.0001000904142474,0.004004604473318799,829,215.31662871768182,200,5095.748651572181,200,-4880.432022854496,827,222.79659213325667,200,5095.748651572181,627,-4872.9520594389205,2,-7.479963415574586,0,0.0,2,-7.479963415574586,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2035342,1000,11,2009-08-17,2009-09-28,24.35,26.565001,1.027812346460088,0.9672437916668493,0.9995538444791695,0.01931510692744336,1.0260327831358056,0.9672437916668493,0.9915550701722486,0.018710968879496487,1079,-16629.531824147016,616,11995.323362875957,616,-28624.855187023008,567,10985.832559251809,542,11290.79217874809,25,-304.959619496282,512,-27615.36438339885,74,704.5311841278676,438,-28319.89556752672,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2032134,1000,12,2009-09-29,2009-11-09,26.655001,27.74,1.0202750819526452,0.9820450497739894,1.0034511511344053,0.008852688149742717,1.0118280133289719,1.000481183186885,1.0116771686217785,0.0011735627510247695,606,23236.057110274636,598,23286.25896031804,598,-50.20185004340385,606,23236.057110274636,598,23286.25896031804,8,-50.20185004340385,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.4531381,1000,13,2009-11-10,2009-12-22,27.905001,28.635,1.0214024542379705,0.9857622075245547,1.0030757366690874,0.005121539179561953,1.0214024542379705,1.00077229932941,1.007031732645988,0.001270521989114651,615,14023.895652071169,611,14045.646807946903,611,-21.751155875733463,615,14023.895652071169,611,14045.646807946903,4,-21.751155875733463,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.4222339,1000,14,2009-12-23,2010-02-05,28.645,26.545,1.030932020912648,0.9690679790873521,0.9890336100063082,0.01561960767478672,0.994563956748523,0.9690679790873521,0.9776392557390825,0.0015640417750117672,614,-44496.71496705205,2,27.678934986336095,2,-44524.39390203839,612,-44524.39390203839,0,0.0,612,-44524.39390203839,2,27.678934986336095,2,27.678934986336095,0,0.0,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.1719976,1000,15,2010-02-08,2010-03-22,26.325001,27.27,1.0359368544576208,0.97642897469261,1.000360105495846,0.0062195604268487584,1.0199460432671967,0.9827665120306931,0.9969441511383563,0.004858746911362606,542,-6111.697723285048,108,1872.1792908976372,108,-7983.877014182685,27,287.37453764692924,21,349.821826072418,6,-62.447288425488786,515,-6399.072260931977,87,1522.3574648252188,428,-7921.429725757197,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2031852,1000,16,2010-03-23,2010-05-04,27.65,26.59,1.0192796026993303,0.9756024776189326,0.9980883333461665,0.007789067282526657,1.0192796026993303,0.9885232004049558,0.9948678578948825,0.007526250287956197,925,-10170.021885658007,357,4797.78248058191,357,-14967.804366239883,701,-13159.41856501215,143,1749.58999771778,558,-14909.008562729918,224,2989.396679354167,214,3048.1924828641327,10,-58.795803509965154,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.1250831,1000,17,2010-05-05,2010-06-16,26.83,26.200001,1.0301283200398508,0.9762654737488021,1.0015001273671489,0.005275400592649215,1.0301283200398508,0.9973304761533794,1.004478893579833,0.004782445937458928,834,8931.091921189547,580,11556.048943360287,580,-2624.957022170745,69,1246.0198676776708,63,1318.0027704981385,6,-71.982902820468,765,7685.072053511874,517,10238.04617286215,248,-2552.974119350277,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2343938,1000,18,2010-06-17,2010-07-29,26.18,27.495001,1.0251647903696461,0.9824684476474443,0.9981946812483137,0.011505059768558751,1.0195177852168131,0.984127240816204,0.995123866473517,0.009712376993529956,947,-9602.977018299294,418,14174.009859354785,418,-23776.986877654097,188,4751.6846115464705,164,4933.959548393635,24,-182.27493684716123,759,-14354.661629845783,254,9240.050310961162,505,-23594.711940806934,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2036915,1000,19,2010-07-30,2010-09-10,27.555,29.26,1.021790440350027,0.9816253788733357,1.0042094946445816,0.010878273654219912,1.0176474437900958,0.9862762351597132,1.0134720458837618,0.002693131182267512,633,27056.211678824504,612,27370.315829738665,612,-314.10415091416337,622,27166.36140471906,608,27308.46431923097,14,-142.10291451191114,11,-110.14972589455843,4,61.851510507693796,7,-172.00123640225223,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.3281289,1000,20,2010-09-13,2010-10-22,29.014999,30.805,1.0204467177713608,0.9795532822286391,1.0080880639768794,0.01560163724382929,1.0204467177713608,1.000114202974363,1.0196761378689918,0.0027615261936936026,743,39147.80856026532,691,39360.729245251285,691,-212.92068498596112,701,39178.39522593869,676,39308.18083062543,25,-129.7856046867369,42,-30.586665673372867,15,52.54841462585141,27,-83.13508029922427,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.4687606,1000,21,2010-10-25,2010-12-06,30.504999,31.995001,1.021164322067189,0.9810508384362476,1.006215819408105,0.010571295515338513,1.0139508985918253,0.988490879221226,1.0138235984949697,0.0018002952346091595,608,27507.688004026644,597,27668.578837274985,597,-160.89083324834172,602,27611.450318423016,597,27668.578837274985,5,-57.128518851970284,6,-103.76231439637145,0,0.0,6,-103.76231439637145,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.5160054,1000,22,2010-12-07,2011-01-19,32.07,31.709999,1.0140606958822453,0.9910513263151884,0.9976346670155667,0.0035481388201052066,1.0140606958822453,0.9921363098919168,0.9954344602630394,0.0014306442704171013,696,-9083.040265114038,82,1011.1428872362931,82,-10094.18315235034,657,-9147.141389189399,61,896.957671607586,596,-10044.099060796998,39,64.10112407536208,21,114.18521562870629,18,-50.08409155334414,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2032435,1000,23,2011-01-20,2011-03-03,31.465,32.785,1.017402736577911,0.9787523817713952,0.9997153611342782,0.010386060741098564,1.0155471519467736,0.9844442485508466,0.9913971359121361,0.005966723880368314,553,-17205.728175730106,73,698.1590429157997,73,-17903.887218645912,62,508.3567504071449,51,543.5046250893731,11,-35.14787468222826,491,-17714.084926137246,22,154.65441782642668,469,-17868.739343963676,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.3437546,1000,24,2011-03-04,2011-04-14,32.605,34.154999,1.0241259928158772,0.9796540229422382,1.0052784751505122,0.010680089424726747,1.0239217416304751,1.001258323861809,1.013421459929792,0.0014874655978985125,641,26707.326740750177,619,27344.147787392296,619,-636.8210466421214,623,26729.55950616673,612,27151.0135770751,11,-421.4540709083733,18,-22.23276541655403,7,193.134210317194,11,-215.36697573374806,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.4535262,1000,25,2011-04-15,2011-05-27,34.005001,33.255001,1.0163423785052152,0.9836576214947846,0.9980210811742543,0.003959079165855711,1.0112253053211546,0.9874520685462714,0.9960699510323124,0.002411223008601362,733,-7817.5120935604255,70,754.3656964834871,70,-8571.877790043915,704,-7936.432813759461,53,554.5261652265165,651,-8490.95897898598,29,118.9207201990361,17,199.83953125697053,12,-80.91881105793445,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.1250652,1000,26,2011-05-31,2011-07-12,33.404999,33.924999,1.0117232964893226,0.9865384491910938,0.9994685692921806,0.005375615070645169,1.010919388727915,0.9871298000716396,0.9951294108834945,0.0032557023645574702,757,-9738.849158386234,125,1365.905099643587,125,-11104.754258029818,169,-20.570305593356252,59,801.6700144743173,110,-822.240320067674,588,-9718.278852792873,66,564.2350851692695,522,-10282.513937962143,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.3906877,1000,27,2011-07-13,2011-08-23,34.029999,34.529999,1.021805073048739,0.969792780831771,1.002208169103566,0.005433504192374791,1.0198605578240298,0.9905922357213737,1.00589535605556,0.0026185389007782286,679,11732.821734263418,632,12406.489689112217,632,-673.667954848799,648,11661.635194735754,613,12112.71568098202,35,-451.0804862462675,31,71.18653952766476,19,293.77400813019636,12,-222.5874686025317,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.2972883,1000,28,2011-08-24,2011-10-05,34.84,32.764999,1.0225859817439007,0.9704478804185793,0.9935374220343542,0.010553045551453602,1.0161056369273382,0.9788879499947573,0.9886651796137457,0.0059968837022734015,770,-22530.826822864423,177,3430.65014791905,177,-25961.476970783504,702,-23406.416691604125,128,2320.299877405203,574,-25726.716569009346,68,875.589868739691,49,1110.3502705138465,19,-234.76040177415524,0,0,0,0,0,0,0,0,0,0,0
KO,0,1.4062245,1000,29,2011-10-06,2011-11-16,32.695,33.505001,1.038074949157025,0.9758982706841658,1.0002074209166407,0.006106034675482597,1.038074949157025,0.9828591848065018,0.9979837775638173,0.006959725660003216,837,-4032.444872364135,267,4112.643236565409,267,-8145.088108929552,119,1798.4160762708145,100,1860.0885198191975,19,-61.672443548383,718,-5830.860948634951,167,2252.5547167462123,551,-8083.415665381169,0,0,0,0,0,0,0,0,0,0,0
